query_id,image,Question,Option_A,Option_B,Option_C,Option_D,answer,source_dataset,original_question_id,modality
OMNI_002046,Images/002046.png,What is the condition that the patient in this image is diagnosed with? Which organ will be impacted by the condition?,Eczema. Lungs will be affected.,COVID. Lungs will be affected.,Bronchitis. Lungs will be affected.,Pneumonia. Lungs will be affected.,COVID. Lungs will be affected.,Covid19 heywhale,Covid19 heywhale_0349,X-ray
OMNI_002047,Images/002047.png,Which joint does the bone in the picture come from?,Proximal Radioulnar,Distal Interphalangeal,Pubic Symphysial Junction,Radius,Radius,RUS CHN,RUS CHN_1812,X-ray
OMNI_002051,Images/002051.jpg,What is the specific condition identified in this picture of a lung?,Tuberculosis,Acute respiratory distress syndrome (ARDS),COVID-19,Chronic obstructive pulmonary disease (COPD),COVID-19,Chest X-Ray PA,Chest X-Ray PA_0444,X-ray
OMNI_002052,Images/002052.png,Is there any abnormality detected in this image?,Congested blood vessels,Inflammation in the lungs,No abnormality detected,Decreased lung capacity,No abnormality detected,Mura,Mura_0829,X-ray
OMNI_002053,Images/002053.png,From which joint does the bone in the image originate?,First Proximal Interphalangeal,Pelvic Girdle,Temporomandibular Junction,Metatarsophalangeal,First Proximal Interphalangeal,RUS CHN,RUS CHN_1695,X-ray
OMNI_002054,Images/002054.png,What imaging technique is utilized to obtain this picture?,x_ray.,Echocardiogram,Thermography,Myelogram,x_ray.,Knee Osteoarthritis,Knee Osteoarthritis_0330,X-ray
OMNI_002057,Images/002057.png,From which joint does the bone in the image originate?,Sacroiliac Articulation,First Proximal Interphalangeal,Metacarpophalangeal,Proximal Radioulnar,Metacarpophalangeal,RUS CHN,RUS CHN_0786,X-ray
OMNI_002058,Images/002058.jpeg,What is the specific condition illustrated in this image of a lung?,Tuberculosis,Asthma,Pneumonia,Pleurisy,Pneumonia,Chest X-Ray PA,Chest X-Ray PA_0701,X-ray
OMNI_002060,Images/002060.png,From which joint does the bone in the image originate?,Distal Interphalangeal,Glenohumeral,Hip Bone,Temporomandibular Junction,Distal Interphalangeal,RUS CHN,RUS CHN_0490,X-ray
OMNI_002061,Images/002061.png,From which joint did the depicted bone originate?,Radius,First Metacarpophalangeal,Knee,Shoulder Blade,Radius,RUS CHN,RUS CHN_1798,X-ray
OMNI_002062,Images/002062.jpg,What content appears in this image?,Lung,Liver,Skin,Bone,Lung,Chest X-Ray PA,Chest X-Ray PA_0284,X-ray
OMNI_002064,Images/002064.png,What abnormality can be observed in this image?,Decreased lung capacity,Congested blood vessels,No abnormality detected,Enlarged lymph nodes,No abnormality detected,Mura,Mura_1074,X-ray
OMNI_002066,Images/002066.png,What is the condition that is being depicted in this lung X-ray image?,Pulmonary embolism,manifestation of tuberculosis,Pulmonary fibrosis,Chronic obstructive pulmonary disease (COPD) exacerbation,manifestation of tuberculosis,Pulmonary Chest MC,Pulmonary Chest MC_0033,X-ray
OMNI_002070,Images/002070.png,From which joint does the bone in the image originate?,Pubic Symphysis,Cuneonavicular Articulation,Proximal Interphalangeal,Acromioclavicular,Proximal Interphalangeal,RUS CHN,RUS CHN_1366,X-ray
OMNI_002071,Images/002071.png,From which joint does the bone in the image originate?,Middle Interphalangeal,Sacrococcygeal Articulation,Atlantoaxial,Ankle Bone,Middle Interphalangeal,RUS CHN,RUS CHN_1130,X-ray
OMNI_002073,Images/002073.png,What content appears in this image?,Lung,Heart,Stomach,Kidney,Lung,Covid19 heywhale,Covid19 heywhale_0107,X-ray
OMNI_002074,Images/002074.jpeg,In what imaging modality was this image captured?,X-ray,MRI,PET scan,Ultrasound,X-ray,OCT & X-Ray 2017,OCT & X-Ray 2017_0667,X-ray
OMNI_002075,Images/002075.jpeg,What is the specific condition indicated in this image of a lung?,Pneumonia,Tuberculosis,Lung cancer,Pulmonary embolism,Pneumonia,Chest X-Ray PA,Chest X-Ray PA_0792,X-ray
OMNI_002076,Images/002076.jpg,What specific condition can be identified from this image of a lung?,Acute respiratory distress syndrome (ARDS),COVID-19,Emphysema,Pneumonia,COVID-19,Chest X-Ray PA,Chest X-Ray PA_0377,X-ray
OMNI_002080,Images/002080.jpeg,Is this image showing any anomalies or abnormalities?,"No, this is a normal chest X-ray image.","Yes, there are multiple fractures visible in the ribs on this image.","Yes, there is a tumor seen in the mediastinum on this image.","No, this image suggests the presence of emphysema.","No, this is a normal chest X-ray image.",OCT & X-Ray 2017,OCT & X-Ray 2017_1081,X-ray
OMNI_002082,Images/002082.png,What type of imaging technique was employed to produce this picture?,X-ray,Biopsy,Mammogram,Electrocardiogram (ECG),X-ray,Mura,Mura_0027,X-ray
OMNI_002083,Images/002083.png,What abnormality can be observed in this image?,Aberration missing,Abnormality present,Normality absent,Conformity evident,Abnormality present,Mura,Mura_1327,X-ray
OMNI_002084,Images/002084.jpeg,Does the image show any irregularities?,"Yes, there are multiple fractures visible in the ribs on this image.","Yes, there is pneumonia evident in the lower lobe of the right lung on this image.","Yes, there is a large mass visible in the lungs on this image.","No, this is a normal chest X-ray image.","No, this is a normal chest X-ray image.",OCT & X-Ray 2017,OCT & X-Ray 2017_0969,X-ray
OMNI_002088,Images/002088.jpeg,What do you see depicted in this photo?,Brain,Thyroid gland,Lungs,Kidneys,Lungs,CoronaHack,CoronaHack_0337,X-ray
OMNI_002092,Images/002092.png,What part of the human anatomy does this image show?,Respiratory system,Nervous system,Musculoskeletal system,Integumentary system,Musculoskeletal system,Mura,Mura_0544,X-ray
OMNI_002093,Images/002093.png,What abnormality can be observed in this image?,Decreased lung capacity,Blocked artery,No abnormality detected,Abnormal growth of cells,No abnormality detected,Mura,Mura_1019,X-ray
OMNI_002094,Images/002094.png,From which joint is the bone depicted derived?,Proximal Radioulnar,Radius,Tibiofibular,First Proximal Interphalangeal,Radius,RUS CHN,RUS CHN_1803,X-ray
OMNI_002097,Images/002097.png,Can any abnormality be found in this image?,No abnormality detected,Congested blood vessels,Blocked artery,Tumor growth,No abnormality detected,Mura,Mura_1028,X-ray
OMNI_002098,Images/002098.jpeg,What is the specific condition depicted in this picture of the lung?,Pneumonia,Sarcoidosis,Bronchitis,Bronchiolitis,Pneumonia,Chest X-Ray PA,Chest X-Ray PA_0823,X-ray
OMNI_002100,Images/002100.png,From which joint does the bone in the image originate?,Metatarsophalangeal,Cervical Spine,Proximal Interphalangeal,Tibiofibular,Proximal Interphalangeal,RUS CHN,RUS CHN_1415,X-ray
OMNI_003003,Images/003003.jpeg,What is the specific abnormality present in this image?,Optic neuritis,Conjunctivitis,Proliferative diabetic retinopathy.,Macular degeneration,Proliferative diabetic retinopathy.,Diabetic Retinopathy,Diabetic Retinopathy_1944,Fundus
OMNI_003006,Images/003006.tif,What imaging modality was used to capture this image?,The imaging modality used for this image is fundus photography.,The imaging modality used for this image is nuclear medicine scan.,The imaging modality used for this image is MRI.,The imaging modality used for this image is ultrasound.,The imaging modality used for this image is fundus photography.,OLIVES,OLIVES_0018,Fundus
OMNI_003007,Images/003007.jpg,What modality was used to capture this image?,Endoscopy.,Ultrasound.,Electrocardiogram (ECG).,fundus photography.,fundus photography.,DeepDRiD,DeepDRiD_0128,Fundus
OMNI_003008,Images/003008.png,Is the eye axis in this image aligned horizontally or vertically?,Crooked eye axis.,Vertical eye axis.,Slanted eye axis.,Wavy eye axis.,Vertical eye axis.,Yangxi,Yangxi_1443,Fundus
OMNI_003009,Images/003009.jpeg,What is the specific abnormality present in this image?,Moderate vitreous hemorrhage.,Mild uveitis.,Severe diabetic retinopathy.,Moderate cataracts.,Severe diabetic retinopathy.,Diabetic Retinopathy,Diabetic Retinopathy_1900,Fundus
OMNI_003010,Images/003010.tif,What imaging modality was used to capture this image?,The imaging modality used for this image is PET scan.,The imaging modality used for this image is ultrasound.,The imaging modality used for this image is fundus photography.,The imaging modality used for this image is X-ray.,The imaging modality used for this image is fundus photography.,OLIVES,OLIVES_0076,Fundus
OMNI_003011,Images/003011.png,Determine whether the eye axis in this image is horizontal or vertical?,Diagonal eye axis,Angled eye axis,Oblique eye axis,Transverse eye axis,Transverse eye axis,Yangxi,Yangxi_0770,Fundus
OMNI_003012,Images/003012.jpg,Which imaging technique was utilized to obtain this picture?,Endoscopy.,Electrocardiogram (ECG).,fundus photography.,MRI.,fundus photography.,DeepDRiD,DeepDRiD_0123,Fundus
OMNI_003014,Images/003014.jpeg,Which diagnostic technique produced this picture?,Retinal fundus imaging.,Positron emission tomography (PET) scan,Fluoroscopy,Mammography,Retinal fundus imaging.,Diabetic Retinopathy,Diabetic Retinopathy_0041,Fundus
OMNI_003015,Images/003015.jpeg,What is the specific abnormality present in this image?,Age-related macular degeneration,Congenital cataracts,No diabetic retinopathy.,Uveitis,No diabetic retinopathy.,Diabetic Retinopathy,Diabetic Retinopathy_0944,Fundus
OMNI_003016,Images/003016.png,Is the eye axis in this image horizontally aligned or vertically aligned?,Tilted eye axis.,Crooked eye axis.,Vertical eye axis.,Inverted eye axis.,Vertical eye axis.,Yangxi,Yangxi_1279,Fundus
OMNI_003018,Images/003018.png,Is the eye axis in this image in a horizontal or vertical orientation?,Wavy eye axis.,Vertical eye axis.,Inverted eye axis.,Zigzag eye axis.,Vertical eye axis.,Yangxi,Yangxi_1363,Fundus
OMNI_003020,Images/003020.png,"Is the eye axis in this image transverse, indicating a horizontal or vertical orientation?",Angled eye axis,Curved eye axis,Transverse eye axis,Bent eye axis,Transverse eye axis,Yangxi,Yangxi_0468,Fundus
OMNI_003021,Images/003021.jpg,Is there any evident abnormality present in these images?,The anomalies in this image indicate the presence of glaucoma.,"In this image, there are no apparent abnormalities. It represents a normal or fundus of high myopia.",There is a clear indication of a retinal anomaly in this image.,This image shows a severe abnormality in the fundus.,"In this image, there are no apparent abnormalities. It represents a normal or fundus of high myopia.",PALM2019,PALM2019_0310,Fundus
OMNI_003027,Images/003027.tif,Are we referring to the oculus dexter or oculus sinister?,right eye,left eye,,,left eye,OLIVES,OLIVES_0473,Fundus
OMNI_003028,Images/003028.jpeg,What is the specific abnormality present in this image?,Optic neuritis,No diabetic retinopathy.,Congenital cataracts,Conjunctivitis,No diabetic retinopathy.,Diabetic Retinopathy,Diabetic Retinopathy_0734,Fundus
OMNI_003029,Images/003029.jpeg,What is the specific abnormality present in this image?,Corneal ulcer,Retinal detachment,Optic neuritis,No diabetic retinopathy.,No diabetic retinopathy.,Diabetic Retinopathy,Diabetic Retinopathy_0928,Fundus
OMNI_003031,Images/003031.png,What was the imaging modality utilized to capture this picture?,Electrocardiography (ECG),Color fundus photography,Angiography,Magnetic Resonance Imaging (MRI),Color fundus photography,Yangxi,Yangxi_0247,Fundus
OMNI_003033,Images/003033.jpeg,What is the specific abnormality present in this image?,Keratoconus,Glaucoma,No diabetic retinopathy.,Congenital cataracts,No diabetic retinopathy.,Diabetic Retinopathy,Diabetic Retinopathy_0771,Fundus
OMNI_003036,Images/003036.jpeg,Which diagnostic tool produced this picture?,X-ray imaging,Angiography,Retinal fundus imaging.,Electrocardiogram (ECG) imaging,Retinal fundus imaging.,Diabetic Retinopathy,Diabetic Retinopathy_0008,Fundus
OMNI_003037,Images/003037.tif,"Which eye is the correct one, the right eye or the left eye?",right eye,left eye,,,right eye,OLIVES,OLIVES_0367,Fundus
OMNI_003039,Images/003039.jpeg,What imaging modality was used to capture this image?,Angiography,Retinal fundus imaging.,Positron emission tomography (PET) scan,Computed tomography (CT) scan,Retinal fundus imaging.,Diabetic Retinopathy,Diabetic Retinopathy_0151,Fundus
OMNI_003040,Images/003040.png,"Is the eye axis in this image transverse, horizontal, or vertical?",Crooked eye axis,Inclined eye axis,Curved eye axis,Transverse eye axis,Transverse eye axis,Yangxi,Yangxi_0861,Fundus
OMNI_003041,Images/003041.png,Which imaging modality was utilized to acquire this image?,Color fundus photography,Positron Emission Tomography (PET) scan,Endoscopy,Fluoroscopy,Color fundus photography,Yangxi,Yangxi_0285,Fundus
OMNI_003043,Images/003043.jpg,What specific imaging technique was employed to acquire this image?,fundus photography.,MRI.,Endoscopy.,CT scan.,fundus photography.,DeepDRiD,DeepDRiD_0024,Fundus
OMNI_003045,Images/003045.png,"In this image, is the eye axis horizontal or vertical?",Vertical eye axis.,Slanted eye axis.,Inverted eye axis.,Tilted eye axis.,Vertical eye axis.,Yangxi,Yangxi_1364,Fundus
OMNI_003046,Images/003046.jpg,What is the diagnosis for the abnormalities observed in this image?,Amblyopia,Retinal detachment,Diabetic retinopathy,pathologic myopia.,pathologic myopia.,PALM2019,PALM2019_0387,Fundus
OMNI_003047,Images/003047.png,Is the eye axis of this image horizontal or vertical?,Vertical eye axis.,Inverted eye axis.,Diagonal eye axis.,Tilted eye axis.,Vertical eye axis.,Yangxi,Yangxi_1096,Fundus
OMNI_003048,Images/003048.jpeg,What is the specific abnormality present in this image?,Congenital cataracts,Retinal detachment,No diabetic retinopathy.,Optic neuritis,No diabetic retinopathy.,Diabetic Retinopathy,Diabetic Retinopathy_0995,Fundus
OMNI_003049,Images/003049.jpeg,What is the specific abnormality present in this image?,No diabetic retinopathy.,Central retinal vein occlusion,Corneal ulcer,Retinal detachment,No diabetic retinopathy.,Diabetic Retinopathy,Diabetic Retinopathy_0700,Fundus
OMNI_003050,Images/003050.jpg,What abnormality is present in this fundus image?,Retinoblastoma,Optic neuritis,Glaucoma,Pathological myopia,Pathological myopia,JSIEC,JSIEC_0211,Fundus
OMNI_003051,Images/003051.jpg,What abnormalities can be observed in this image?,Cataracts,Glaucoma,Amblyopia,pathologic myopia.,pathologic myopia.,PALM2019,PALM2019_0392,Fundus
OMNI_003052,Images/003052.png,"What type of eye axis does this image have, horizontal or vertical?",Angled eye axis,Transverse eye axis,Longitudinal eye axis,Oblique eye axis,Transverse eye axis,Yangxi,Yangxi_0859,Fundus
OMNI_003054,Images/003054.png,Is the eye axis in the given image oriented horizontally or vertically?,Bent eye axis,Transverse eye axis,Tilted eye axis,Oblique eye axis,Transverse eye axis,Yangxi,Yangxi_0619,Fundus
OMNI_003057,Images/003057.tif,Is this the oculus dexter or the oculus sinister?,left eye,right eye,,,right eye,OLIVES,OLIVES_0218,Fundus
OMNI_003058,Images/003058.jpeg,What is the specific abnormality present in this image?,Central retinal vein occlusion,Conjunctivitis,No diabetic retinopathy.,Keratoconus,No diabetic retinopathy.,Diabetic Retinopathy,Diabetic Retinopathy_0431,Fundus
OMNI_003059,Images/003059.jpg,What grading class does the retinal image fall under in terms of image quality?,it's a good retinal image.,It's a bad retinal image.,It's a outlier retinal image.,,it's a good retinal image.,DRIMDB,DRIMDB_0095,Fundus
OMNI_003060,Images/003060.jpeg,What is the specific abnormality present in this image?,Corneal ulcer,Uveitis,No diabetic retinopathy.,Age-related macular degeneration,No diabetic retinopathy.,Diabetic Retinopathy,Diabetic Retinopathy_1107,Fundus
OMNI_003061,Images/003061.jpg,What is the observed condition in this fundus image?,Severe hypertensive retinopathy,Macular degeneration,Mild hypertensive retinopathy,Retinitis pigmentosa,Severe hypertensive retinopathy,JSIEC,JSIEC_0081,Fundus
OMNI_003062,Images/003062.jpg,Which method was employed to obtain this image?,fundus photography.,Electrocardiogram (ECG).,MRI.,Ultrasound.,fundus photography.,DeepDRiD,DeepDRiD_0097,Fundus
OMNI_003063,Images/003063.png,Is the eye axis in this image horizontally aligned or vertically aligned?,Crooked eye axis.,Tilted eye axis.,Lateral eye axis.,Vertical eye axis.,Vertical eye axis.,Yangxi,Yangxi_1017,Fundus
OMNI_003065,Images/003065.jpg,What is the potential diagnosis for the observed abnormalities in this image?,pathologic myopia.,Glaucoma,Diabetic retinopathy,Retinitis pigmentosa,pathologic myopia.,PALM2019,PALM2019_0467,Fundus
OMNI_003067,Images/003067.png,Is the eye axis in this image oriented in a horizontal or vertical direction?,Transverse eye axis,Longitudinal eye axis,Bent eye axis,Sagittal eye axis,Transverse eye axis,Yangxi,Yangxi_0646,Fundus
OMNI_003071,Images/003071.jpg,What is the specific type of abnormality shown in this image?,There are no specific abnormalities observed in this image.,The abnormality shown in this image is a blockage in the blood vessels.,The abnormality shown in this image is a fracture.,The abnormality shown in this image is a tumor.,There are no specific abnormalities observed in this image.,Adam Challenge,Adam Challenge_0051,Fundus
OMNI_003072,Images/003072.png,Is the eye axis in this image oriented horizontally or vertically?,Transverse eye axis,Longitudinal eye axis,Tilted eye axis,Oblique eye axis,Transverse eye axis,Yangxi,Yangxi_0817,Fundus
OMNI_003073,Images/003073.jpeg,What is the specific abnormality present in this image?,Mild astigmatism.,Mild diabetic retinopathy.,Partial retinal detachment.,Mild corneal ulcer.,Mild diabetic retinopathy.,Diabetic Retinopathy,Diabetic Retinopathy_1485,Fundus
OMNI_003076,Images/003076.png,Determine whether the eye axis in this image is horizontal or vertical?,Diagonal eye axis,Transverse eye axis,Oblique eye axis,Bent eye axis,Transverse eye axis,Yangxi,Yangxi_0795,Fundus
OMNI_003077,Images/003077.png,Does the eye axis in this image align horizontally or vertically?,Vertical eye axis.,Angled eye axis.,Curved eye axis.,Slanted eye axis.,Vertical eye axis.,Yangxi,Yangxi_1308,Fundus
OMNI_003079,Images/003079.jpg,Is there any indication of anomalies in this image?,The anomalies visible in this image suggest a retinal detachment.,"In this image, there are no apparent abnormalities. It represents a normal or fundus of high myopia.",The presence of multiple abnormalities is evident in this image.,There is a conspicuous abnormality in the optic nerve head in this image.,"In this image, there are no apparent abnormalities. It represents a normal or fundus of high myopia.",PALM2019,PALM2019_0226,Fundus
OMNI_003081,Images/003081.png,What type of medical imaging technique was used to capture this image?,Computed Tomography (CT) scan,Magnetic Resonance Imaging (MRI),Color fundus photography,Fluoroscopy,Color fundus photography,Yangxi,Yangxi_0320,Fundus
OMNI_003082,Images/003082.jpeg,What imaging technique was employed to obtain this picture?,Retinal fundus imaging.,Electrocardiogram (ECG) imaging,Magnetic resonance imaging (MRI),Ultrasonography,Retinal fundus imaging.,Diabetic Retinopathy,Diabetic Retinopathy_0030,Fundus
OMNI_003083,Images/003083.png,Is the eye axis in this image located horizontally or vertically?,Oblique eye axis,Transverse eye axis,Curved eye axis,Inclined eye axis,Transverse eye axis,Yangxi,Yangxi_0758,Fundus
OMNI_003084,Images/003084.png,"In this picture, is the axis of the eye aligned horizontally or vertically?",Tilted eye axis.,Inverted eye axis.,Curved eye axis.,Vertical eye axis.,Vertical eye axis.,Yangxi,Yangxi_1000,Fundus
OMNI_003085,Images/003085.png,Determine whether the eye axis in this image is horizontal or vertical?,Curved eye axis,Crooked eye axis,Oblique eye axis,Transverse eye axis,Transverse eye axis,Yangxi,Yangxi_0719,Fundus
OMNI_003087,Images/003087.tif,Are we referring to the oculus dexter or oculus sinister?,left eye,right eye,,,left eye,OLIVES,OLIVES_0543,Fundus
OMNI_003088,Images/003088.jpeg,What is the specific abnormality present in this image?,Central retinal vein occlusion,Conjunctivitis,Glaucoma,No diabetic retinopathy.,No diabetic retinopathy.,Diabetic Retinopathy,Diabetic Retinopathy_0688,Fundus
OMNI_003094,Images/003094.jpeg,What is the specific abnormality present in this image?,Keratoconus,No diabetic retinopathy.,Age-related macular degeneration,Glaucoma,No diabetic retinopathy.,Diabetic Retinopathy,Diabetic Retinopathy_1019,Fundus
OMNI_003095,Images/003095.jpeg,What does this image indicate in terms of abnormality?,Mild cataracts.,Retinal detachment.,Severe macular degeneration.,Moderate diabetic retinopathy.,Moderate diabetic retinopathy.,Diabetic Retinopathy,Diabetic Retinopathy_1731,Fundus
OMNI_003098,Images/003098.jpeg,What is the specific abnormality present in this image?,Severe macular degeneration.,Moderate diabetic retinopathy.,Mild cataracts.,Retinal detachment.,Moderate diabetic retinopathy.,Diabetic Retinopathy,Diabetic Retinopathy_1651,Fundus
OMNI_003099,Images/003099.tif,Is the eye in question the left (oculus sinister) or the right eye (oculus dexter)?,right eye,left eye,,,left eye,OLIVES,OLIVES_0436,Fundus
OMNI_004001,Images/004001.jpg,"What disease is represented by the specific abnormality in this image, and can you describe the key features of this disorder?",Rubella,Pertussis,Monkeypox,Lyme disease,Monkeypox,Monkeypox Skin Image 2022,Monkeypox Skin Image 2022_0084,Dermatology
OMNI_004002,Images/004002.png,What is the specific diagnosis indicated by the abnormality depicted in this image?,Melanoma.,Eczema.,Basal Cell Carcinoma.,Psoriasis.,Basal Cell Carcinoma.,PAD-UFES-20,PAD-UFES-20_0195,Dermatology
OMNI_004003,Images/004003.jpg,What is the specific skin condition depicted in the image?,Melanoma,Acne,Basal cell carcinoma,Squamous cell carcinoma,Squamous cell carcinoma,ISIC2019,ISIC2019_1824,Dermatology
OMNI_004006,Images/004006.jpg,Is the abnormality in this image of a non-cancerous or cancerous nature?,Benign image.,Malignant,,,Benign image.,ISIC2020,ISIC2020_1274,Dermatology
OMNI_004009,Images/004009.jpg,What is the skin condition depicted in this image?,Squamous cell carcinoma,Seborrheic keratosis,Vitiligo,Basal cell carcinoma,Basal cell carcinoma,ISIC2019,ISIC2019_1087,Dermatology
OMNI_004011,Images/004011.jpg,Is the image showing benign or malignant abnormality?,Malignant,Benign image.,,,Benign image.,ISIC2020,ISIC2020_0488,Dermatology
OMNI_004014,Images/004014.jpg,What is the term for the imaging method used to capture this image?,Endoscopy imaging,Dermoscopic imaging,Magnetic resonance imaging (MRI),Ultrasound imaging,Dermoscopic imaging,ISIC2019,ISIC2019_0112,Dermatology
OMNI_004015,Images/004015.jpg,What modality was used to capture this image?,Dermoscopy,Mammography,Magnetic resonance imaging,X-ray,Dermoscopy,ISIC2020,ISIC2020_0116,Dermatology
OMNI_004016,Images/004016.jpg,What is the designated classification for the anomaly depicted in this image?,Malignant cutaneous lymphoma.,Benign cutaneous lymphoma.,Metastatic cutaneous lymphoma.,Psoriasis.,Malignant cutaneous lymphoma.,Fitzpatrick 17k,Fitzpatrick 17k_1544,Dermatology
OMNI_004017,Images/004017.jpg,In what category does this image's abnormality fall under?,Osteodermatitis,Gastrodermatitis,Neurodermatosis,Genodermatoses.,Genodermatoses.,Fitzpatrick 17k,Fitzpatrick 17k_1105,Dermatology
OMNI_004018,Images/004018.jpg,Is the dermoscopic image suggestive of a malignancy or benignity?,Metastatic condition.,Benign condition.,Pre-cancerous condition.,Non-cancerous condition.,Benign condition.,ISBI2016,ISBI2016_0445,Dermatology
OMNI_004019,Images/004019.jpg,What is the disease captured in this image?,Tuberculosis,Smallpox,Meningitis,Polio,Smallpox,Monkeypox Skin Image 2022,Monkeypox Skin Image 2022_0108,Dermatology
OMNI_004020,Images/004020.jpg,Which technique was employed to capture this image?,Computed tomography,Endoscopy,Electroencephalogram,Dermoscopy,Dermoscopy,ISIC2020,ISIC2020_0059,Dermatology
OMNI_004021,Images/004021.jpg,What is the specific skin condition featured in this picture?,Vitiligo,Melanoma,Benign keratosis,Rosacea,Benign keratosis,ISIC2019,ISIC2019_1689,Dermatology
OMNI_004022,Images/004022.jpg,What is the specific skin condition depicted in the provided image?,Vascular lesion,Pigmentation disorder,Allergic reaction,Malignant growth,Vascular lesion,ISIC2019,ISIC2019_1786,Dermatology
OMNI_004024,Images/004024.jpg,What is the skin abnormality observed in the provided image?,Dermatitis,Melanocytic nevus,Squamous cell carcinoma,Eczema,Melanocytic nevus,ISIC2019,ISIC2019_0947,Dermatology
OMNI_004025,Images/004025.jpg,What is the classification of the anomaly depicted in this image?,Melanoma.,Malignant cutaneous lymphoma.,Benign cutaneous lymphoma.,Eczema.,Malignant cutaneous lymphoma.,Fitzpatrick 17k,Fitzpatrick 17k_1519,Dermatology
OMNI_004026,Images/004026.jpg,Is the abnormality observed in the image considered benign or malignant?,Benign image.,Malignant,,,Benign image.,ISIC2020,ISIC2020_1064,Dermatology
OMNI_004027,Images/004027.jpg,Which category does this image's abnormality fall under?,Inflammatory.,Degenerative,Infectious,Traumatic,Inflammatory.,Fitzpatrick 17k,Fitzpatrick 17k_0573,Dermatology
OMNI_004030,Images/004030.jpg,What is the specific skin condition captured in this image?,Basal cell carcinoma,Hives,Melanocytic nevus,Squamous cell carcinoma,Melanocytic nevus,ISIC2019,ISIC2019_0928,Dermatology
OMNI_004031,Images/004031.jpg,What method was utilized for capturing this image?,Mammography,Dermoscopy,Electrocardiogram,Computed tomography,Dermoscopy,ISIC2020,ISIC2020_0170,Dermatology
OMNI_004032,Images/004032.jpg,What does this image show in terms of abnormality classification?,Metastatic dermal.,Benign epidermal.,Non-cancerous subcutaneous.,Cancerous superficial.,Benign epidermal.,Fitzpatrick 17k,Fitzpatrick 17k_1420,Dermatology
OMNI_004036,Images/004036.jpg,What is the name of the skin abnormality observed in this image?,Acne,Rosacea,Eczema,Basal cell carcinoma,Basal cell carcinoma,ISIC2019,ISIC2019_1035,Dermatology
OMNI_004038,Images/004038.jpg,What is the skin condition exhibited in this image?,Hives,Vitiligo,Rosacea,Melanoma,Melanoma,ISIC2019,ISIC2019_0365,Dermatology
OMNI_004039,Images/004039.jpg,What is the classification of the anomaly in this image?,Inflammatory.,Congenital,Endocrine,Neoplastic,Inflammatory.,Fitzpatrick 17k,Fitzpatrick 17k_0398,Dermatology
OMNI_004040,Images/004040.jpg,What classification does the anomaly in this image belong to?,Cancerous superficial.,Metastatic dermal.,Malignant dermal.,Benign epidermal.,Benign epidermal.,Fitzpatrick 17k,Fitzpatrick 17k_1449,Dermatology
OMNI_004043,Images/004043.jpg,What area of the human body is the focus of this image?,Bones,Lymphatic system,Skin,Internal organs,Skin,ISBI2016,ISBI2016_0166,Dermatology
OMNI_004045,Images/004045.png,What is the specific abnormality observed in the dermoscopy image?,Malignant Melanoma,Squamous Cell Carcinoma.,Basal Cell Carcinoma,Acne,Squamous Cell Carcinoma.,PAD-UFES-20,PAD-UFES-20_0445,Dermatology
OMNI_004046,Images/004046.jpg,Does the abnormality in this image show malignancy or benignancy?,Malignant,Benign image.,,,Benign image.,ISIC2020,ISIC2020_1427,Dermatology
OMNI_004047,Images/004047.jpg,Is the image in question benign or malignant?,Malignant,Benign image.,,,Benign image.,ISIC2020,ISIC2020_0449,Dermatology
OMNI_004049,Images/004049.jpg,What imaging technique was utilized to obtain this picture?,Magnetic resonance imaging,X-ray,Dermoscopy,Ultrasonography,Dermoscopy,ISIC2020,ISIC2020_0224,Dermatology
OMNI_004051,Images/004051.jpg,What is the skin abnormality seen in this image?,Psoriasis,Benign keratosis,Eczema,Hives,Benign keratosis,ISIC2019,ISIC2019_1536,Dermatology
OMNI_004052,Images/004052.jpg,What is the identification of the abnormality in this image?,Acne vulgaris,Malignant melanoma,Dermatofibroma,Melanocytic nevus,Melanocytic nevus,ISIC2018,ISIC2018_0203,Dermatology
OMNI_004054,Images/004054.jpg,In what particular category can the abnormality in this image be classified?,Benign epithelial.,Malignant epidermal.,Invasive squamous.,Non-cancerous dermal.,Malignant epidermal.,Fitzpatrick 17k,Fitzpatrick 17k_1263,Dermatology
OMNI_004055,Images/004055.jpg,What is the particular classification of the anomaly depicted in this image?,Metastatic melanocytic.,Non-cancerous dermal.,Malignant epidermal.,Benign epithelial.,Malignant epidermal.,Fitzpatrick 17k,Fitzpatrick 17k_1292,Dermatology
OMNI_004056,Images/004056.jpg,What specific classification does this image fall under in terms of abnormality?,Inflammatory.,Traumatic,Endocrine,Infectious,Inflammatory.,Fitzpatrick 17k,Fitzpatrick 17k_0265,Dermatology
OMNI_004057,Images/004057.jpg,What type of skin abnormality is present in this image?,Shingles,Actinic keratosis,Eczema,Melanoma,Actinic keratosis,ISIC2019,ISIC2019_1492,Dermatology
OMNI_004058,Images/004058.jpg,What type of imaging technique was used to acquire this picture?,Positron emission tomography,Dermoscopy,Ultrasonography,Colonoscopy,Dermoscopy,ISIC2020,ISIC2020_0123,Dermatology
OMNI_004059,Images/004059.jpg,Is the abnormality in this image a benign or malignant finding?,Malignant,Benign image.,,,Benign image.,ISIC2020,ISIC2020_0961,Dermatology
